group_name,etfs,n_long,n_short,spread_pct,mom0_cagr,mom0_sharpe,mom0_maxdd,mom_cagr,mom_sharpe,mom_maxdd,bh_cagr,bh_sharpe,bh_maxdd,days
plan_b-F1-n3-sw0-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,0,0.15,10.184245002030924,0.6463066014810388,-37.33305513309399,9.30105170248423,0.5998185614738899,-37.89493134213387,5.111586178207417,0.539993160491254,-32.47006906215108,5067
plan_b-F1-n3-sw0-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,0,0.15,11.68238442472771,0.7253690799942507,-32.298936360561214,10.682640296140722,0.6733368662165574,-32.569402245202895,5.111586892411002,0.5399934394527683,-32.47006256984349,5067
plan_b-F1-n3-sw0-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,0,0.15,10.606101190138562,0.670642087937334,-37.9096864652161,9.579535596181898,0.6165064177861684,-38.46639255741711,5.111586628499509,0.5399934296676617,-32.47006558290432,5067
plan_b-F1-n3-sw02-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,10.961267244178096,0.6721379338119549,-39.95401633165039,9.697282489693059,0.6078172181085504,-40.652965205644854,5.111586423974024,0.5399933477369875,-32.47007486734299,5067
plan_b-F1-n2-sw04-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",2,1,0.15,9.972358642686352,0.5236085202185271,-45.37710567192244,8.251166708850333,0.4563653861835167,-47.77237227366147,5.111587015047037,0.539993262071889,-32.47006900998953,5067
plan_b-F1-n3-sw02-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,11.857397816349579,0.7133193521938482,-33.320771944641535,10.623675694614331,0.6515578590578306,-34.03771138375672,5.111586606826424,0.5399933172904045,-32.470070250809414,5067
plan_b-F1-n3-sw02-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,10.396775055786446,0.6417975376598816,-39.39628854164868,9.29322699871651,0.5856155653016123,-40.101729493664074,5.111586655079381,0.539993326031014,-32.47006571181254,5067
plan_b-F1-n3-sw03-m5,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,11.03258655173034,0.6542987565675347,-41.23665697458204,9.650803721337176,0.5870650758876792,-41.999109308495655,5.111586376512878,0.5399933500323033,-32.47008132475877,5067
plan_b-F1-n3-sw03-m4,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,10.397878024202267,0.6222424746812141,-40.690824636314545,9.185123241459614,0.5631173653238041,-41.460359125851355,5.111586318501349,0.5399931272320927,-32.47008285950783,5067
plan_b-F1-n3-sw04-m252,"SPY,EFA,IYR,EEM,TLT,IEF,USO,GLD,UUP,FXE,DBC,TIP,SLV",3,1,0.15,11.743815272883463,0.6557995469619924,-36.52871294289379,10.2758880467962,0.5895589627087426,-37.3242237413435,5.111586419437875,0.5399931883962039,-32.47008011602611,5067
